0,39.656
0,39.696
0,39.744
0,39.792
0,39.844
0,39.892
0,39.944
0,39.992
0,40.044
0,40.092
0,40.144
0,40.192
0,40.244
0,40.296
0,40.344
0,40.392
0,40.444
0,40.492
0,40.544
0,40.592
0,40.644
0,40.692
0,40.744
0,40.792
0,40.844
0,40.892
0,40.944
0,40.988
0,41.044
0,41.092
0,41.144
0,41.192
0,41.244
0,41.292
0,41.344
0,41.392
0,41.444
0,41.492
0,41.544
0,41.596
0,41.644
0,41.692
0,41.744
0,41.792
0,41.844
0,41.888
0,41.944
0,41.988
0,42.044
0,42.096
0,42.144
0,42.192
0,42.244
0,42.292
0,42.344
0,42.392
0,42.444
0,42.492
0,42.544
0,42.592
0,42.644
0,42.692
0,42.744
0,42.792
0,42.84
0,42.892
0,42.948
0,42.996
0,43.044
0,43.092
0,43.148
0,43.196
0,43.244
0,43.292
0,43.348
0,43.396
0,43.456
0,43.496
0,43.552
0,43.596
0,43.652
0,43.696
0,43.748
0,43.804
0,43.852
0,43.896
0,43.952
0,44
0,44.048
0,44.092
0,44.144
0,44.192
0,44.248
0,44.296
0,44.344
0,44.392
0,44.452
0,44.504
0,44.548
0,44.596
0,44.652
0,44.696
0,44.752
0,44.792
0,44.84
0,44.9
0,44.948
0,44.996
0,45.044
0,45.092
0,45.148
0,45.196
0,45.248
0,45.292
0,45.352
0,45.392
0,45.456
0,45.5
0,45.548
0,45.596
0,45.656
0,45.712
0,45.748
0,45.792
0,45.852
0,45.9
0,45.956
0,46
0,46.052
0,46.1
0,46.148
0,46.2
0,46.252
0,46.296
0,46.348
0,46.392
0,46.448
0,46.492
0,46.544
0,46.592
0,46.648
0,46.7
0,46.748
0,46.792
0,46.848
0,46.9
0,46.952
0,46.992
0,47.048
0,47.096
0,47.148
0,47.192
0,47.244
0,47.292
0,47.344
0,47.396
0,47.452
0,47.5
0,47.552
0,47.592
0,47.652
0,47.696
0,47.748
0,47.796
0,47.848
0,47.892
0,47.944
0,47.992
0,48.052
0,48.1
0,48.148
0,48.192
0,48.256
0,48.292
0,48.356
0,48.396
0,48.448
0,48.492
0,48.544
0,48.592
0,48.644
0,48.696
0,48.74
0,48.796
0,48.844
0,48.896
0,48.944
0,49
0,49.048
0,49.092
0,49.148
0,49.196
0,49.244
0,49.292
0,49.356
0,49.396
0,49.452
0,49.492
0,49.548
0,49.596
0,49.644
0,49.696
0,49.752
0,49.792
0,49.844
0,49.9
0,49.952
0,49.992
0,50.052
0,50.1
0,50.152
0,50.2
0,50.248
0,50.292
0,50.348
0,50.396
0,50.448
0,50.496
0,50.548
0,50.596
0,50.652
0,50.7
